Information Type LHS,Information Type RHS,Relation
unique user device number,service usage time,unrelated
unique user device number,sms messages,unrelated
unique user device number,software,unrelated
unique user device number,software information,unrelated
unique user device number,specific geolocation,unrelated
unique user device number,specific geolocation data,unrelated
unique user device number,specific location data,unrelated
unique user device number,specific location information,unrelated
unique user device number,spotify application version,unrelated
unique user device number,state,unrelated
unique user device number,statistics,unrelated
unique user device number,system software,unrelated
unique user device number,tablet,unrelated
unique user device number,tablet information,unrelated
unique user device number,telephone number,unrelated
unique user device number,telephony log information,unrelated
unique user device number,temperature,unrelated
unique user device number,text messages,unrelated
unique user device number,time zone,unrelated
unique user device number,transactional information enabling digital rights management,unrelated
unique user device number,unique application numbers,unrelated
unique user device number,unique browser,unrelated
uri,access times,unrelated
uri,achievements,unrelated
uri,ads clicked,unrelated
uri,ads viewed,unrelated
uri,advertiser id,unrelated
uri,advertising id,unrelated
uri,aggregated data,unrelated
uri,android id,unrelated
uri,anonymized information,unrelated
uri,anonymous user usage data,unrelated
uri,apple game center id,unrelated
uri,application information,unrelated
uri,application software,unrelated
uri,application usage information,unrelated
uri,application version number,unrelated
uri,applications,unrelated
uri,approximate location,unrelated
uri,area code,unrelated
uri,bandwidth,unrelated
uri,battery level,unrelated
uri,brower language,unrelated
uri,browser language,unrelated
uri,browser type,unrelated
uri,browser types,unrelated
uri,call duration,unrelated
uri,call time,unrelated
uri,call types,unrelated
uri,calling-party number,unrelated
uri,carrier network,unrelated
uri,cell towers,unrelated
uri,chat histories,unrelated
uri,city,unrelated
uri,click count,unrelated
uri,clicks,unrelated
uri,cm browser input,unrelated
uri,coarse location,unrelated
uri,communications,unrelated
uri,computer performance,unrelated
uri,contact entries,unrelated
uri,contact folder,unrelated
uri,contact list,unrelated
uri,contacts,unrelated
uri,contacts folder,unrelated
uri,content interactions,unrelated
uri,cookies,unrelated
uri,country,unrelated
uri,crash reports,unrelated
uri,crashes,unrelated
uri,date,unrelated
uri,datestamp,unrelated
uri,demographic information,unrelated
uri,device brand,unrelated
uri,device characteristics,unrelated
uri,device connection information,unrelated
uri,device identifier,unrelated
uri,device identifiers,unrelated
uri,device language,unrelated
uri,device locations,unrelated
uri,device log information,unrelated
uri,device make,unrelated
uri,device model,unrelated
uri,device model number,unrelated
uri,device name,unrelated
uri,device numbers,unrelated
uri,device operating system,unrelated
uri,device sensor data,unrelated
uri,device type,unrelated
uri,devices hardware,unrelated
uri,devices internet protocol,unrelated
uri,devices mac address,unrelated
uri,devices software,unrelated
uri,diagnostic information,unrelated
uri,did,unrelated
uri,domain name,unrelated
uri,domain names,unrelated
uri,domain types,unrelated
uri,dump reports,unrelated
uri,ethernet mac address,unrelated
uri,exit pages,unrelated
uri,forwarding numbers,unrelated
uri,friends information,unrelated
uri,functions,unrelated
uri,game activity date,unrelated
uri,game progress,unrelated
uri,game state,unrelated
uri,game system,unrelated
uri,game usage information,unrelated
uri,general geographic location,unrelated
uri,geo-location,unrelated
uri,geo-location information,unrelated
uri,geographic area,unrelated
uri,geographic data,unrelated
uri,geographic information,unrelated
uri,geographic location,unrelated
uri,geographic location information,unrelated
uri,global positioning system,unrelated
uri,gps information,unrelated
uri,gps signals,unrelated
uri,hardware,unrelated
uri,hardware device id,unrelated
uri,hardware information,unrelated
uri,hardware log information,unrelated
uri,hardware type,unrelated
uri,high-level geographic information,unrelated
uri,identifiers,unrelated
uri,identifying information,unrelated
uri,idfa,unrelated
uri,imei,unrelated
uri,incident data,unrelated
uri,installation time,unrelated
uri,installed applications,unrelated
uri,installed software,unrelated
uri,internet protocol,unrelated
uri,internet protocol address,unrelated
uri,internet protocol addresses,unrelated
uri,internet service provider,unrelated
uri,ip address,unrelated
uri,ip addresses,unrelated
uri,ip-address,unrelated
uri,isp,unrelated
uri,language,unrelated
uri,language modeling data,unrelated
uri,language modeling statistics,unrelated
uri,latitude,unrelated
uri,learned language data,unrelated
uri,location,unrelated
uri,location data,unrelated
uri,location information,unrelated
uri,location tags,unrelated
uri,locations,unrelated
uri,log data,unrelated
uri,log files,unrelated
uri,log information,unrelated
uri,mac address,unrelated
uri,mcc,unrelated
uri,media,unrelated
uri,media information,unrelated
uri,message,unrelated
uri,mobile application version,unrelated
uri,mobile country code,unrelated
uri,mobile device,unrelated
uri,mobile device id,unrelated
uri,mobile device identifiers,unrelated
uri,mobile device ids,unrelated
uri,mobile device information,unrelated
uri,mobile device mac addresses,unrelated
uri,mobile device model,unrelated
uri,mobile device type,unrelated
uri,mobile devices unique device id,unrelated
uri,mobile devices unique identifier,unrelated
uri,mobile hardware device id,unrelated
uri,nearby device information,unrelated
uri,network information,unrelated
uri,network measurements,unrelated
uri,network media access control,unrelated
uri,network performance,unrelated
uri,network type,unrelated
uri,non-personal data,unrelated
uri,open device identification number,unrelated
uri,open udid,unrelated
uri,operating system,unrelated
uri,operating system information,unrelated
uri,operating system type,unrelated
uri,operating system version,unrelated
uri,operation system version,unrelated
uri,other hardware device id,unrelated
uri,page view time,unrelated
uri,page views,unrelated
uri,pages viewed,unrelated
uri,peripheral hardware,unrelated
uri,peripherals,unrelated
uri,personal information,unrelated
uri,phone number,unrelated
uri,photos,unrelated
uri,physical location,unrelated
uri,platform,unrelated
uri,platform type,unrelated
uri,possibly ip address,unrelated
uri,postal code,unrelated
uri,posted reviews,unrelated
uri,preferred language,unrelated
uri,products,unrelated
uri,queries details,unrelated
uri,real-time location-based information,unrelated
uri,request date,unrelated
uri,request time,unrelated
uri,running apps,unrelated
uri,scores,unrelated
uri,screen content,unrelated
uri,searches,unrelated
uri,sensors,unrelated
uri,service elements,unrelated
uri,service usage,unrelated
uri,service usage details,unrelated
uri,service usage frequency,unrelated
uri,service usage time,unrelated
uri,sms messages,unrelated
uri,specific geolocation,unrelated
uri,specific geolocation data,unrelated
uri,specific location data,unrelated
uri,specific location information,unrelated
uri,spotify application version,unrelated
uri,state,unrelated
uri,statistics,unrelated
uri,system software,unrelated
uri,tablet,unrelated
uri,tablet information,unrelated
uri,telephone number,unrelated
uri,telephony log information,unrelated
uri,temperature,unrelated
uri,text messages,unrelated
uri,time zone,unrelated
uri,transactional information enabling digital rights management,unrelated
uri,unique application numbers,unrelated
uri,unique browser,unrelated
uri,unique device id,unrelated
uri,unique device identifier,unrelated
uri,unique device identifiers,unrelated
uri,unique device ids,unrelated
uri,unique hardware identifiers,unrelated
uri,unique identifier,unrelated
uri,unique identifiers,unrelated
uri,unique information,unrelated
uri,unique user device number,unrelated
url,access times,unrelated
url,achievements,unrelated
url,ads clicked,unrelated
url,ads viewed,unrelated
url,advertiser id,unrelated
url,advertising id,unrelated
url,android id,unrelated
url,anonymized information,unrelated
url,anonymous user usage data,unrelated
url,apple game center id,unrelated
url,application information,unrelated
url,application software,unrelated
url,application usage information,unrelated
url,application version number,unrelated
url,applications,unrelated
url,approximate location,unrelated
url,area code,unrelated
url,bandwidth,unrelated
url,battery level,unrelated
url,brower language,unrelated
url,browser language,unrelated
url,browser type,unrelated
url,browser types,unrelated
url,call duration,unrelated
url,call time,unrelated
url,call types,unrelated
url,calling-party number,unrelated
url,carrier network,unrelated
url,cell towers,unrelated
url,chat histories,unrelated
url,city,unrelated
url,click count,unrelated
url,clicks,unrelated
url,coarse location,unrelated
url,communications,unrelated
url,computer performance,unrelated
url,contact entries,unrelated
url,contact folder,unrelated
url,contact list,unrelated
url,contacts,unrelated
url,contacts folder,unrelated
url,content interactions,unrelated
url,cookies,unrelated
url,country,unrelated
url,crash reports,unrelated
url,crashes,unrelated
url,date,unrelated
url,datestamp,unrelated
url,demographic information,unrelated
url,device brand,unrelated
url,device characteristics,unrelated
url,device connection information,unrelated
url,device identifier,unrelated
url,device identifiers,unrelated
url,device language,unrelated
url,device locations,unrelated
url,device log information,unrelated
url,device make,unrelated
url,device model,unrelated
url,device model number,unrelated
url,device name,unrelated
url,device numbers,unrelated
url,device operating system,unrelated
url,device sensor data,unrelated
url,device type,unrelated
url,devices hardware,unrelated
url,devices internet protocol,unrelated
url,devices mac address,unrelated
url,devices software,unrelated
url,diagnostic information,unrelated
url,did,unrelated
url,domain name,unrelated
url,domain names,unrelated
url,domain types,unrelated
url,dump reports,unrelated
url,ethernet mac address,unrelated
url,exit pages,unrelated
url,forwarding numbers,unrelated
url,friends information,unrelated
url,functions,unrelated
url,game activity date,unrelated
url,game progress,unrelated
url,game state,unrelated
url,game system,unrelated
url,game usage information,unrelated
url,general geographic location,unrelated
url,geo-location,unrelated
url,geo-location information,unrelated
url,geographic area,unrelated
url,geographic data,unrelated
url,geographic information,unrelated
url,geographic location,unrelated
url,geographic location information,unrelated
url,global positioning system,unrelated
url,gps information,unrelated
url,gps signals,unrelated
url,hardware,unrelated
url,hardware device id,unrelated
url,hardware information,unrelated
url,hardware log information,unrelated
url,hardware type,unrelated
url,high-level geographic information,unrelated
url,identifiers,unrelated
url,identifying information,unrelated
url,idfa,unrelated
url,imei,unrelated
url,incident data,unrelated
url,installation time,unrelated
url,installed applications,unrelated
url,installed software,unrelated
url,internet protocol,unrelated
url,internet protocol address,unrelated
url,internet protocol addresses,unrelated
url,internet service provider,unrelated
url,ip address,unrelated
url,ip addresses,unrelated
url,ip-address,unrelated
url,isp,unrelated
url,language,unrelated
url,language modeling data,unrelated
url,language modeling statistics,unrelated
url,latitude,unrelated
url,learned language data,unrelated
url,location,unrelated
url,location data,unrelated
url,location information,unrelated
url,location tags,unrelated
url,locations,unrelated
url,log files,unrelated
url,mac address,unrelated
url,mcc,unrelated
url,media,unrelated
url,media information,unrelated
url,message,unrelated
url,mobile application version,unrelated
url,mobile country code,unrelated
url,mobile device,unrelated
url,mobile device id,unrelated
url,mobile device identifiers,unrelated
url,mobile device ids,unrelated
url,mobile device information,unrelated
url,mobile device mac addresses,unrelated
url,mobile device model,unrelated
url,mobile device type,unrelated
url,mobile devices unique device id,unrelated
url,mobile devices unique identifier,unrelated
url,mobile hardware device id,unrelated
url,nearby device information,unrelated
url,network information,unrelated
url,network measurements,unrelated
url,network media access control,unrelated
url,network performance,unrelated
url,network type,unrelated
url,non-personal data,unrelated
url,open device identification number,unrelated
url,open udid,unrelated
url,operating system,unrelated
url,operating system information,unrelated
url,operating system type,unrelated
url,operating system version,unrelated
url,operation system version,unrelated
url,other hardware device id,unrelated
url,page view time,unrelated
url,peripheral hardware,unrelated
url,peripherals,unrelated
url,personal information,unrelated
url,phone number,unrelated
url,photos,unrelated
url,physical location,unrelated
url,platform,unrelated
url,platform type,unrelated
url,possibly ip address,unrelated
url,postal code,unrelated
url,posted reviews,unrelated
url,preferred language,unrelated
url,products,unrelated
url,queries details,unrelated
url,real-time location-based information,unrelated
url,request date,unrelated
url,request time,unrelated
url,running apps,unrelated
url,scores,unrelated
url,screen content,unrelated
url,searches,unrelated
url,sensors,unrelated
url,service elements,unrelated
url,service usage,unrelated
url,service usage details,unrelated
url,service usage frequency,unrelated
url,service usage time,unrelated
url,sms messages,unrelated
url,specific geolocation,unrelated
url,specific geolocation data,unrelated
url,specific location data,unrelated
url,specific location information,unrelated
url,spotify application version,unrelated
url,state,unrelated
url,system software,unrelated
url,tablet,unrelated
url,tablet information,unrelated
url,telephone number,unrelated
url,telephony log information,unrelated
url,temperature,unrelated
url,text messages,unrelated
url,time zone,unrelated
url,transactional information enabling digital rights management,unrelated
url,unique application numbers,unrelated
url,unique browser,unrelated
url,unique device id,unrelated
url,unique device identifier,unrelated
url,unique device identifiers,unrelated
url,unique device ids,unrelated
url,unique hardware identifiers,unrelated
url,unique identifier,unrelated
url,unique identifiers,unrelated
url,unique information,unrelated
url,unique user device number,unrelated
urls,access times,unrelated
urls,achievements,unrelated
urls,ads clicked,unrelated
urls,ads viewed,unrelated
urls,advertiser id,unrelated
urls,advertising id,unrelated
urls,android id,unrelated
urls,anonymized information,unrelated
urls,anonymous user usage data,unrelated
urls,apple game center id,unrelated
urls,application information,unrelated
urls,application software,unrelated
urls,application usage information,unrelated
urls,application version number,unrelated
urls,applications,unrelated
urls,approximate location,unrelated
urls,area code,unrelated
urls,bandwidth,unrelated
urls,battery level,unrelated
urls,brower language,unrelated
urls,browser language,unrelated
urls,browser type,unrelated
urls,browser types,unrelated
urls,call duration,unrelated
urls,call time,unrelated
urls,call types,unrelated
urls,calling-party number,unrelated
urls,carrier network,unrelated
urls,cell towers,unrelated
urls,chat histories,unrelated
urls,city,unrelated
urls,click count,unrelated
urls,clicks,unrelated
urls,coarse location,unrelated
urls,communications,unrelated
urls,computer performance,unrelated
urls,contact entries,unrelated
urls,contact folder,unrelated
urls,contact list,unrelated
urls,contacts,unrelated
urls,contacts folder,unrelated
urls,content interactions,unrelated
urls,cookies,unrelated
urls,country,unrelated
urls,crash reports,unrelated
urls,crashes,unrelated
urls,date,unrelated
urls,datestamp,unrelated
urls,demographic information,unrelated
urls,device brand,unrelated
urls,device characteristics,unrelated
urls,device connection information,unrelated
urls,device identifier,unrelated
urls,device identifiers,unrelated
urls,device language,unrelated
urls,device locations,unrelated
urls,device log information,unrelated
urls,device make,unrelated
urls,device model,unrelated
urls,device model number,unrelated
urls,device name,unrelated
urls,device numbers,unrelated
urls,device operating system,unrelated
urls,device sensor data,unrelated
urls,device type,unrelated
urls,devices hardware,unrelated
urls,devices internet protocol,unrelated
urls,devices mac address,unrelated
urls,devices software,unrelated
urls,diagnostic information,unrelated
urls,did,unrelated
urls,domain name,unrelated
urls,domain names,unrelated
urls,domain types,unrelated
urls,dump reports,unrelated
urls,ethernet mac address,unrelated
urls,exit pages,unrelated
urls,forwarding numbers,unrelated
urls,friends information,unrelated
urls,functions,unrelated
urls,game activity date,unrelated
urls,game progress,unrelated
urls,game state,unrelated
urls,game system,unrelated
urls,game usage information,unrelated
urls,general geographic location,unrelated
urls,geo-location,unrelated
urls,geo-location information,unrelated
urls,geographic area,unrelated
urls,geographic data,unrelated
urls,geographic information,unrelated
urls,geographic location,unrelated
urls,geographic location information,unrelated
urls,global positioning system,unrelated
urls,gps information,unrelated
urls,gps signals,unrelated
urls,hardware,unrelated
urls,hardware device id,unrelated
urls,hardware information,unrelated
urls,hardware log information,unrelated
urls,hardware type,unrelated
urls,high-level geographic information,unrelated
urls,identifiers,unrelated
urls,identifying information,unrelated
urls,idfa,unrelated
urls,imei,unrelated
urls,incident data,unrelated
urls,installation time,unrelated
urls,installed applications,unrelated
urls,installed software,unrelated
urls,internet protocol,unrelated
urls,internet protocol address,unrelated
urls,internet protocol addresses,unrelated
urls,internet service provider,unrelated
urls,ip address,unrelated
urls,ip addresses,unrelated
urls,ip-address,unrelated
urls,isp,unrelated
urls,language,unrelated
urls,language modeling data,unrelated
urls,language modeling statistics,unrelated
urls,latitude,unrelated
urls,learned language data,unrelated
urls,location,unrelated
urls,location data,unrelated
urls,location information,unrelated
urls,location tags,unrelated
urls,locations,unrelated
urls,log files,unrelated
urls,mac address,unrelated
urls,mcc,unrelated
urls,media,unrelated
urls,media information,unrelated
urls,message,unrelated
urls,mobile application version,unrelated
urls,mobile country code,unrelated
urls,mobile device,unrelated
urls,mobile device id,unrelated
urls,mobile device identifiers,unrelated
urls,mobile device ids,unrelated
urls,mobile device information,unrelated
urls,mobile device mac addresses,unrelated
urls,mobile device model,unrelated
urls,mobile device type,unrelated
urls,mobile devices unique device id,unrelated
urls,mobile devices unique identifier,unrelated
urls,mobile hardware device id,unrelated
urls,nearby device information,unrelated
urls,network information,unrelated
urls,network measurements,unrelated
urls,network media access control,unrelated
urls,network performance,unrelated
urls,network type,unrelated
urls,non-personal data,unrelated
urls,open device identification number,unrelated
urls,open udid,unrelated
urls,operating system,unrelated
urls,operating system information,unrelated
urls,operating system type,unrelated
urls,operating system version,unrelated
urls,operation system version,unrelated
urls,other hardware device id,unrelated
urls,page view time,unrelated
urls,peripheral hardware,unrelated
urls,peripherals,unrelated
urls,personal information,unrelated
urls,phone number,unrelated
urls,photos,unrelated
urls,physical location,unrelated
urls,platform,unrelated
urls,platform type,unrelated
urls,possibly ip address,unrelated
urls,postal code,unrelated
urls,posted reviews,unrelated
urls,preferred language,unrelated
urls,products,unrelated
urls,queries details,unrelated
urls,real-time location-based information,unrelated
urls,request date,unrelated
urls,request time,unrelated
urls,running apps,unrelated
urls,scores,unrelated
urls,screen content,unrelated
urls,searches,unrelated
urls,sensors,unrelated
urls,service elements,unrelated
urls,service usage,unrelated
urls,service usage details,unrelated
urls,service usage frequency,unrelated
urls,service usage time,unrelated
urls,sms messages,unrelated
urls,specific geolocation,unrelated
urls,specific geolocation data,unrelated
urls,specific location data,unrelated
urls,specific location information,unrelated
urls,spotify application version,unrelated
urls,state,unrelated
urls,system software,unrelated
urls,tablet,unrelated
urls,tablet information,unrelated
urls,telephone number,unrelated
urls,telephony log information,unrelated
urls,temperature,unrelated
urls,text messages,unrelated
urls,time zone,unrelated
urls,transactional information enabling digital rights management,unrelated
urls,unique application numbers,unrelated
urls,unique browser,unrelated
urls,unique device id,unrelated
urls,unique device identifier,unrelated
urls,unique device identifiers,unrelated
urls,unique device ids,unrelated
urls,unique hardware identifiers,unrelated
urls,unique identifier,unrelated
urls,unique identifiers,unrelated
urls,unique information,unrelated
urls,unique user device number,unrelated
usage dates,access device,unrelated
usage dates,access devices,unrelated
usage dates,access times,unrelated
usage dates,achievements,unrelated
usage dates,ads clicked,unrelated
usage dates,ads viewed,unrelated
usage dates,advertiser id,unrelated
usage dates,advertising id,unrelated
usage dates,aggregated data,unrelated
usage dates,android id,unrelated
usage dates,anonymized information,unrelated
usage dates,anonymous user usage data,unrelated
usage dates,apple game center id,unrelated
usage dates,application information,unrelated
usage dates,application software,unrelated
usage dates,application usage information,unrelated
usage dates,application version number,unrelated
usage dates,applications,unrelated
usage dates,approximate location,unrelated
usage dates,area code,unrelated
usage dates,bandwidth,unrelated
usage dates,battery level,unrelated
usage dates,brower language,unrelated
usage dates,browser information,unrelated
usage dates,browser language,unrelated
usage dates,browser type,unrelated
usage dates,browser types,unrelated
usage dates,call duration,unrelated
usage dates,call time,unrelated
usage dates,call types,unrelated
usage dates,calling-party number,unrelated
usage dates,carrier network,unrelated
usage dates,cell towers,unrelated
usage dates,chat histories,unrelated
usage dates,city,unrelated
usage dates,click count,unrelated
usage dates,clicks,unrelated
usage dates,cm browser input,unrelated
usage dates,coarse location,unrelated
usage dates,communications,unrelated
usage dates,computer information,unrelated
usage dates,computer performance,unrelated
usage dates,computer system information,unrelated
usage dates,contact entries,unrelated
usage dates,contact folder,unrelated
usage dates,contact list,unrelated
usage dates,contacts,unrelated
usage dates,contacts folder,unrelated
usage dates,content interactions,unrelated
usage dates,cookies,unrelated
usage dates,country,unrelated
usage dates,crash reports,unrelated
usage dates,crashes,unrelated
usage dates,demographic information,unrelated
usage dates,device,unrelated
usage dates,device brand,unrelated
usage dates,device characteristics,unrelated
usage dates,device connection information,unrelated
usage dates,device identifier,unrelated
usage dates,device identifiers,unrelated
usage dates,device information,unrelated
usage dates,device language,unrelated
usage dates,device locations,unrelated
usage dates,device log information,unrelated
usage dates,device make,unrelated
usage dates,device model,unrelated
usage dates,device model number,unrelated
usage dates,device name,unrelated
usage dates,device numbers,unrelated
usage dates,device operating system,unrelated
usage dates,device sensor data,unrelated
usage dates,device type,unrelated
usage dates,device-related data,unrelated
usage dates,device-related information,unrelated
usage dates,device-specific information,unrelated
usage dates,devices hardware,unrelated
usage dates,devices internet protocol,unrelated
usage dates,devices mac address,unrelated
usage dates,devices software,unrelated
usage dates,diagnostic information,unrelated
usage dates,did,unrelated
usage dates,domain name,unrelated
usage dates,domain names,unrelated
usage dates,domain types,unrelated
usage dates,dump reports,unrelated
usage dates,ethernet mac address,unrelated
usage dates,exit pages,unrelated
usage dates,forwarding numbers,unrelated
usage dates,friends information,unrelated
usage dates,functions,unrelated
usage dates,game activity date,unrelated
usage dates,game progress,unrelated
usage dates,game state,unrelated
usage dates,game system,unrelated
usage dates,game usage information,unrelated
usage dates,general geographic location,unrelated
usage dates,geo-location,unrelated
usage dates,geo-location information,unrelated
usage dates,geographic area,unrelated
usage dates,geographic data,unrelated
usage dates,geographic information,unrelated
usage dates,geographic location,unrelated
usage dates,geographic location information,unrelated
usage dates,global positioning system,unrelated
usage dates,gps information,unrelated
usage dates,gps signals,unrelated
usage dates,hardware,unrelated
usage dates,hardware device id,unrelated
usage dates,hardware information,unrelated
usage dates,hardware log information,unrelated
usage dates,hardware type,unrelated
usage dates,high-level geographic information,unrelated
usage dates,identifiers,unrelated
usage dates,identifying information,unrelated
usage dates,idfa,unrelated
usage dates,imei,unrelated
usage dates,incident data,unrelated
usage dates,installation time,unrelated
usage dates,installed applications,unrelated
usage dates,installed software,unrelated
usage dates,internet protocol,unrelated
usage dates,internet protocol address,unrelated
usage dates,internet protocol addresses,unrelated
usage dates,internet service provider,unrelated
usage dates,ip address,unrelated
usage dates,ip addresses,unrelated
usage dates,ip-address,unrelated
usage dates,isp,unrelated
usage dates,language,unrelated
usage dates,language modeling data,unrelated
usage dates,language modeling statistics,unrelated
usage dates,latitude,unrelated
usage dates,learned language data,unrelated
usage dates,location,unrelated
usage dates,location data,unrelated
usage dates,location information,unrelated
usage dates,location tags,unrelated
usage dates,locations,unrelated
usage dates,log files,unrelated
usage dates,mac address,unrelated
usage dates,machine,unrelated
usage dates,mcc,unrelated
usage dates,media,unrelated
usage dates,media information,unrelated
usage dates,message,unrelated
usage dates,mobile application version,unrelated
usage dates,mobile country code,unrelated
usage dates,mobile device,unrelated
usage dates,mobile device id,unrelated
usage dates,mobile device identifiers,unrelated
usage dates,mobile device ids,unrelated
usage dates,mobile device information,unrelated
usage dates,mobile device mac addresses,unrelated
usage dates,mobile device model,unrelated
usage dates,mobile device type,unrelated
usage dates,mobile devices unique device id,unrelated
usage dates,mobile devices unique identifier,unrelated
usage dates,mobile hardware device id,unrelated
usage dates,nearby device information,unrelated
usage dates,network information,unrelated
usage dates,network measurements,unrelated
usage dates,network media access control,unrelated
usage dates,network performance,unrelated
usage dates,network type,unrelated
usage dates,non-personal data,unrelated
usage dates,open device identification number,unrelated
usage dates,open udid,unrelated
usage dates,operating system,unrelated
usage dates,operating system information,unrelated
usage dates,operating system type,unrelated
usage dates,operating system version,unrelated
usage dates,operation system version,unrelated
usage dates,other hardware device id,unrelated
usage dates,page view time,unrelated
usage dates,page views,unrelated
usage dates,pages viewed,unrelated
usage dates,peripheral hardware,unrelated
usage dates,peripherals,unrelated
usage dates,personal information,unrelated
usage dates,phone number,unrelated
usage dates,photos,unrelated
usage dates,physical location,unrelated
usage dates,platform,unrelated
usage dates,platform type,unrelated
usage dates,possibly ip address,unrelated
usage dates,postal code,unrelated
usage dates,posted reviews,unrelated
usage dates,preferred language,unrelated
usage dates,products,unrelated
usage dates,queries details,unrelated
usage dates,real-time location-based information,unrelated
usage dates,referral url,unrelated
usage dates,referring pages,unrelated
usage dates,referring url,unrelated
usage dates,request date,unrelated
usage dates,request time,unrelated
usage dates,running apps,unrelated
usage dates,scores,unrelated
usage dates,screen content,unrelated
usage dates,searches,unrelated
usage dates,sensors,unrelated
usage dates,service elements,unrelated
usage dates,service usage,unrelated
usage dates,service usage details,unrelated
usage dates,service usage frequency,unrelated
usage dates,service usage time,unrelated
usage dates,sms messages,unrelated
usage dates,software,unrelated
usage dates,software information,unrelated
usage dates,specific geolocation,unrelated
usage dates,specific geolocation data,unrelated
usage dates,specific location data,unrelated
usage dates,specific location information,unrelated
usage dates,spotify application version,unrelated
usage dates,state,unrelated
usage dates,statistics,unrelated
usage dates,system software,unrelated
usage dates,tablet,unrelated
usage dates,tablet information,unrelated
usage dates,technology,unrelated
usage dates,telephone number,unrelated
usage dates,telephony log information,unrelated
usage dates,temperature,unrelated
usage dates,text messages,unrelated
usage dates,time zone,unrelated
usage dates,transactional information enabling digital rights management,unrelated
usage dates,unique application numbers,unrelated
usage dates,unique browser,unrelated
usage dates,unique device id,unrelated
usage dates,unique device identifier,unrelated
usage dates,unique device identifiers,unrelated
usage dates,unique device ids,unrelated
usage dates,unique hardware identifiers,unrelated
usage dates,unique identifier,unrelated
usage dates,unique identifiers,unrelated
usage dates,unique information,unrelated
usage dates,unique user device number,unrelated
usage dates,uri,unrelated
usage dates,url,unrelated
usage dates,urls,unrelated
usage information,access device,unrelated
usage information,access devices,unrelated
usage information,advertiser id,unrelated
usage information,advertising id,unrelated
usage information,aggregated data,unrelated
usage information,android id,unrelated
usage information,anonymized information,unrelated
usage information,apple game center id,unrelated
usage information,application information,unrelated
usage information,application software,unrelated
usage information,application version number,unrelated
usage information,applications,unrelated
usage information,approximate location,unrelated
usage information,area code,unrelated
usage information,bandwidth,unrelated
usage information,battery level,unrelated
usage information,brower language,unrelated
usage information,browser information,unrelated
usage information,browser language,unrelated
usage information,browser type,unrelated
usage information,browser types,unrelated
usage information,call duration,unrelated
usage information,call time,unrelated
usage information,call types,unrelated
usage information,calling-party number,unrelated
usage information,carrier network,unrelated
usage information,cell towers,unrelated
usage information,chat histories,unrelated
usage information,city,unrelated
usage information,coarse location,unrelated
usage information,communications,unrelated
usage information,computer information,unrelated
usage information,computer performance,unrelated
usage information,computer system information,unrelated
usage information,contact entries,unrelated
usage information,contact folder,unrelated
usage information,contact list,unrelated
usage information,contacts,unrelated
usage information,contacts folder,unrelated
usage information,cookies,unrelated
usage information,country,unrelated
usage information,crash reports,unrelated
usage information,crashes,unrelated
usage information,date,unrelated
usage information,datestamp,unrelated
usage information,demographic information,unrelated
usage information,device,unrelated
usage information,device brand,unrelated
usage information,device characteristics,unrelated
usage information,device connection information,unrelated
usage information,device identifier,unrelated
usage information,device identifiers,unrelated
usage information,device information,unrelated
usage information,device language,unrelated
usage information,device locations,unrelated
usage information,device log information,unrelated
usage information,device make,unrelated
usage information,device model,unrelated
usage information,device model number,unrelated
usage information,device name,unrelated
usage information,device numbers,unrelated
usage information,device operating system,unrelated
usage information,device sensor data,unrelated
usage information,device type,unrelated
usage information,device-related data,unrelated
usage information,device-related information,unrelated
usage information,device-specific information,unrelated
usage information,devices hardware,unrelated
usage information,devices internet protocol,unrelated
usage information,devices mac address,unrelated
usage information,devices software,unrelated
usage information,diagnostic information,unrelated
usage information,did,unrelated
usage information,domain name,unrelated
usage information,domain names,unrelated
usage information,domain types,unrelated
usage information,dump reports,unrelated
usage information,ethernet mac address,unrelated
usage information,forwarding numbers,unrelated
usage information,friends information,unrelated
usage information,functions,unrelated
usage information,game system,unrelated
usage information,general geographic location,unrelated
usage information,geo-location,unrelated
usage information,geo-location information,unrelated
usage information,geographic area,unrelated
usage information,geographic data,unrelated
usage information,geographic information,unrelated
usage information,geographic location,unrelated
usage information,geographic location information,unrelated
usage information,global positioning system,unrelated
usage information,gps information,unrelated
usage information,gps signals,unrelated
usage information,hardware,unrelated
usage information,hardware device id,unrelated
usage information,hardware information,unrelated
usage information,hardware log information,unrelated
usage information,hardware type,unrelated
usage information,high-level geographic information,unrelated
usage information,identifiers,unrelated
usage information,identifying information,unrelated
usage information,idfa,unrelated
usage information,imei,unrelated
usage information,incident data,unrelated
usage information,installation time,unrelated
usage information,installed applications,unrelated
usage information,installed software,unrelated
usage information,internet protocol,unrelated
usage information,internet protocol address,unrelated
usage information,internet protocol addresses,unrelated
usage information,internet service provider,unrelated
usage information,ip address,unrelated
usage information,ip addresses,unrelated
usage information,ip-address,unrelated
usage information,isp,unrelated
usage information,language,unrelated
usage information,language modeling data,unrelated
usage information,language modeling statistics,unrelated
usage information,latitude,unrelated
usage information,learned language data,unrelated
usage information,location,unrelated
usage information,location data,unrelated
usage information,location information,unrelated
usage information,location tags,unrelated
usage information,locations,unrelated
usage information,log data,unrelated
usage information,log files,unrelated
usage information,log information,unrelated
usage information,mac address,unrelated
usage information,machine,unrelated
usage information,mcc,unrelated
usage information,media,unrelated
usage information,media information,unrelated
