Information Type LHS,Information Type RHS,Relation
unique application number,incident data,unrelated
unique application number,installation date,unrelated
unique application number,installation time,unrelated
unique application number,installed applications,unrelated
unique application number,installed software,unrelated
unique application number,interactions,unrelated
unique application number,international mobile equipment identity,unrelated
unique application number,internet browsing behavior,unrelated
unique application number,internet protocol,unrelated
unique application number,internet protocol address,unrelated
unique application number,internet protocol addresses,unrelated
unique application number,internet protocol-based location,unrelated
unique application number,internet service provider,unrelated
unique application number,ios advertising identifier,unrelated
unique application number,ip address,unrelated
unique application number,ip addresses,unrelated
unique application number,ip-address,unrelated
unique application number,iphones unique identifier,unrelated
unique application number,isp,unrelated
unique application number,landing pages,unrelated
unique application number,language,unrelated
unique application number,language modeling data,unrelated
unique application number,language modeling statistics,unrelated
unique application number,latitude,unrelated
unique application number,learned language data,unrelated
unique application number,location,unrelated
unique application number,location data,unrelated
unique application number,location information,unrelated
unique application number,location tags,unrelated
unique application number,locations,unrelated
unique application number,log data,unrelated
unique application number,log file information,unrelated
unique application number,log files,unrelated
unique application number,log information,unrelated
unique application number,longitude,unrelated
unique application number,mac,unrelated
unique application number,mac address,unrelated
unique application number,manufacturers name,unrelated
unique application number,mcc,unrelated
unique application number,media,unrelated
unique application number,media access control,unrelated
unique application number,media information,unrelated
unique application number,message,unrelated
unique application number,mobile application usage information,unrelated
unique application number,mobile application version,unrelated
unique application number,mobile country code,unrelated
unique application number,mobile device,unrelated
unique application number,mobile device id,unrelated
unique application number,mobile device identifiers,unrelated
unique application number,mobile device ids,unrelated
unique application number,mobile device information,unrelated
unique application number,mobile device ip address,unrelated
unique application number,mobile device language setting,unrelated
unique application number,mobile device mac addresses,unrelated
unique application number,mobile device model,unrelated
unique application number,mobile device technical information,unrelated
unique application number,mobile device type,unrelated
unique application number,mobile device unique identification id,unrelated
unique application number,mobile devices unique device id,unrelated
unique application number,mobile devices unique identifier,unrelated
unique application number,mobile hardware device id,unrelated
unique application number,mobile operating system,unrelated
unique application number,mobile phone model,unrelated
unique application number,mobile phone number,unrelated
unique application number,mobile service carrier name,unrelated
unique application number,mobile unique device id,unrelated
unique application number,nearby device information,unrelated
unique application number,network information,unrelated
unique application number,network measurements,unrelated
unique application number,network media access control,unrelated
unique application number,network performance,unrelated
unique application number,network protocol,unrelated
unique application number,network type,unrelated
unique application number,non-personal data,unrelated
unique application number,nymgo software usage information,unrelated
unique application number,open device identification number,unrelated
unique application number,open udid,unrelated
unique application number,operating system,unrelated
unique application number,operating system information,unrelated
unique application number,operating system type,unrelated
unique application number,operating system version,unrelated
unique application number,operation system version,unrelated
unique application number,other hardware device id,unrelated
unique application number,page view order,unrelated
unique application number,page view statistics,unrelated
unique application number,page view time,unrelated
unique application number,page views,unrelated
unique application number,pages viewed,unrelated
unique application number,peripheral hardware,unrelated
unique application number,peripherals,unrelated
unique application number,persistent device identifiers,unrelated
unique application number,personal information,unrelated
unique application number,phone number,unrelated
unique application number,phone status,unrelated
unique application number,photos,unrelated
unique application number,physical location,unrelated
unique application number,platform,unrelated
unique application number,platform type,unrelated
unique application number,platform types,unrelated
unique application number,player interactions,unrelated
unique application number,possibly ip address,unrelated
unique application number,postal code,unrelated
unique application number,posted reviews,unrelated
unique application number,preferred language,unrelated
unique application number,products,unrelated
unique application number,queries details,unrelated
unique application number,real-time location-based information,unrelated
unique application number,referral url,unrelated
unique application number,referring pages,unrelated
unique application number,referring url,unrelated
unique application number,request date,unrelated
unique application number,request time,unrelated
unique application number,rough geolocation,unrelated
unique application number,running apps,unrelated
unique application number,scores,unrelated
unique application number,screen content,unrelated
unique application number,search queries,unrelated
unique application number,searches,unrelated
unique application number,sensors,unrelated
unique application number,serial number,unrelated
unique application number,service elements,unrelated
unique application number,service usage,unrelated
unique application number,service usage details,unrelated
unique application number,service usage frequency,unrelated
unique application number,service usage information,unrelated
unique application number,service usage time,unrelated
unique application number,session data,unrelated
unique application number,sms messages,unrelated
unique application number,sms routing information,unrelated
unique application number,software characteristics,unrelated
unique application number,specific geolocation,unrelated
unique application number,specific geolocation data,unrelated
unique application number,specific location data,unrelated
unique application number,specific location information,unrelated
unique application number,spotify application version,unrelated
unique application number,ssaid,unrelated
unique application number,state,unrelated
unique application number,statistics,unrelated
unique application number,system activity,unrelated
unique application number,system software,unrelated
unique application number,tablet,unrelated
unique application number,tablet information,unrelated
unique application number,taps,unrelated
unique application number,telecommunications carrier information,unrelated
unique application number,telephone number,unrelated
unique application number,telephony log information,unrelated
unique application number,temperature,unrelated
unique application number,text messages,unrelated
unique application number,third party applications,unrelated
unique application number,time,unrelated
unique application number,time zone,unrelated
unique application number,timestamp,unrelated
unique application number,transactional information enabling digital rights management,unrelated
unique application number,udid,unrelated
unique application numbers,access times,unrelated
unique application numbers,achievements,unrelated
unique application numbers,actual location,unrelated
unique application numbers,address book,unrelated
unique application numbers,ads clicked,unrelated
unique application numbers,ads viewed,unrelated
unique application numbers,advertiser id,unrelated
unique application numbers,advertising id,unrelated
unique application numbers,advertising identifier,unrelated
unique application numbers,aggregated data,unrelated
unique application numbers,aggregated user data,unrelated
unique application numbers,analytics information,unrelated
unique application numbers,android id,unrelated
unique application numbers,anonymized information,unrelated
unique application numbers,anonymous demographic information,unrelated
unique application numbers,anonymous location data,unrelated
unique application numbers,anonymous user usage data,unrelated
unique application numbers,apple game center id,unrelated
unique application numbers,application software,unrelated
unique application numbers,application usage information,unrelated
unique application numbers,application version number,unrelated
unique application numbers,approximate geographic location,unrelated
unique application numbers,approximate location,unrelated
unique application numbers,area code,unrelated
unique application numbers,bandwidth,unrelated
unique application numbers,battery level,unrelated
unique application numbers,bluetooth settings,unrelated
unique application numbers,bluetooth signal strength,unrelated
unique application numbers,brower language,unrelated
unique application numbers,browser,unrelated
unique application numbers,browser information,unrelated
unique application numbers,browser language,unrelated
unique application numbers,browser type,unrelated
unique application numbers,browser types,unrelated
unique application numbers,calendar entries,unrelated
unique application numbers,call date,unrelated
unique application numbers,call duration,unrelated
unique application numbers,call time,unrelated
unique application numbers,call types,unrelated
unique application numbers,calling-party number,unrelated
unique application numbers,carrier network,unrelated
unique application numbers,cell towers,unrelated
unique application numbers,chat histories,unrelated
unique application numbers,chat text,unrelated
unique application numbers,city,unrelated
unique application numbers,click count,unrelated
unique application numbers,clicks,unrelated
unique application numbers,cm browser input,unrelated
unique application numbers,coarse location,unrelated
unique application numbers,communications,unrelated
unique application numbers,computer performance,unrelated
unique application numbers,computers operating system,unrelated
unique application numbers,contact entries,unrelated
unique application numbers,contact folder,unrelated
unique application numbers,contact list,unrelated
unique application numbers,contacts,unrelated
unique application numbers,contacts folder,unrelated
unique application numbers,content interactions,unrelated
unique application numbers,content viewed,unrelated
unique application numbers,cookies,unrelated
unique application numbers,country,unrelated
unique application numbers,crash events,unrelated
unique application numbers,crash reports,unrelated
unique application numbers,crashes,unrelated
unique application numbers,date,unrelated
unique application numbers,datestamp,unrelated
unique application numbers,demographic information,unrelated
unique application numbers,demographic patterns,unrelated
unique application numbers,device brand,unrelated
unique application numbers,device capability,unrelated
unique application numbers,device characteristics,unrelated
unique application numbers,device connection information,unrelated
unique application numbers,device event information,unrelated
unique application numbers,device id,unrelated
unique application numbers,device identifier,unrelated
unique application numbers,device identifiers,unrelated
unique application numbers,device ids,unrelated
unique application numbers,device language,unrelated
unique application numbers,device locations,unrelated
unique application numbers,device log information,unrelated
unique application numbers,device make,unrelated
unique application numbers,device model,unrelated
unique application numbers,device model number,unrelated
unique application numbers,device name,unrelated
unique application numbers,device notifications,unrelated
unique application numbers,device numbers,unrelated
unique application numbers,device operating system,unrelated
unique application numbers,device sensor data,unrelated
unique application numbers,device type,unrelated
unique application numbers,device unique identifier,unrelated
unique application numbers,devices hardware,unrelated
unique application numbers,devices internet protocol,unrelated
unique application numbers,devices mac address,unrelated
unique application numbers,devices software,unrelated
unique application numbers,devices udid,unrelated
unique application numbers,diagnostic information,unrelated
unique application numbers,did,unrelated
unique application numbers,domain name,unrelated
unique application numbers,domain names,unrelated
unique application numbers,domain servers,unrelated
unique application numbers,domain types,unrelated
unique application numbers,dump reports,unrelated
unique application numbers,electronic identification data,unrelated
unique application numbers,ethernet mac address,unrelated
unique application numbers,event,unrelated
unique application numbers,exit pages,unrelated
unique application numbers,feature usage information,unrelated
unique application numbers,file requested,unrelated
unique application numbers,files,unrelated
unique application numbers,forwarding numbers,unrelated
unique application numbers,friends contact information,unrelated
unique application numbers,friends information,unrelated
unique application numbers,functions,unrelated
unique application numbers,game activity date,unrelated
unique application numbers,game activity time,unrelated
unique application numbers,game progress,unrelated
unique application numbers,game state,unrelated
unique application numbers,game system,unrelated
unique application numbers,game usage information,unrelated
unique application numbers,general demographic information,unrelated
unique application numbers,general geographic location,unrelated
unique application numbers,geo-location,unrelated
unique application numbers,geo-location information,unrelated
unique application numbers,geographic area,unrelated
unique application numbers,geographic data,unrelated
unique application numbers,geographic information,unrelated
unique application numbers,geographic location,unrelated
unique application numbers,geographic location information,unrelated
unique application numbers,global positioning system,unrelated
unique application numbers,gps,unrelated
unique application numbers,gps information,unrelated
unique application numbers,gps signals,unrelated
unique application numbers,hardware,unrelated
unique application numbers,hardware device id,unrelated
unique application numbers,hardware information,unrelated
unique application numbers,hardware log information,unrelated
unique application numbers,hardware model,unrelated
unique application numbers,hardware settings,unrelated
unique application numbers,hardware type,unrelated
unique application numbers,high-level geographic information,unrelated
unique application numbers,idfa,unrelated
unique application numbers,imei,unrelated
unique application numbers,incident data,unrelated
unique application numbers,installation date,unrelated
unique application numbers,installation time,unrelated
unique application numbers,installed applications,unrelated
unique application numbers,installed software,unrelated
unique application numbers,interactions,unrelated
unique application numbers,international mobile equipment identity,unrelated
unique application numbers,internet browsing behavior,unrelated
unique application numbers,internet protocol,unrelated
unique application numbers,internet protocol address,unrelated
unique application numbers,internet protocol addresses,unrelated
unique application numbers,internet protocol-based location,unrelated
unique application numbers,internet service provider,unrelated
unique application numbers,ios advertising identifier,unrelated
unique application numbers,ip address,unrelated
unique application numbers,ip addresses,unrelated
unique application numbers,ip-address,unrelated
unique application numbers,iphones unique identifier,unrelated
unique application numbers,isp,unrelated
unique application numbers,landing pages,unrelated
unique application numbers,language,unrelated
unique application numbers,language modeling data,unrelated
unique application numbers,language modeling statistics,unrelated
unique application numbers,latitude,unrelated
unique application numbers,learned language data,unrelated
unique application numbers,location,unrelated
unique application numbers,location data,unrelated
unique application numbers,location information,unrelated
unique application numbers,location tags,unrelated
unique application numbers,locations,unrelated
unique application numbers,log data,unrelated
unique application numbers,log file information,unrelated
unique application numbers,log files,unrelated
unique application numbers,log information,unrelated
unique application numbers,longitude,unrelated
unique application numbers,mac,unrelated
unique application numbers,mac address,unrelated
unique application numbers,manufacturers name,unrelated
unique application numbers,mcc,unrelated
unique application numbers,media,unrelated
unique application numbers,media access control,unrelated
unique application numbers,media information,unrelated
unique application numbers,message,unrelated
unique application numbers,mobile application usage information,unrelated
unique application numbers,mobile application version,unrelated
unique application numbers,mobile country code,unrelated
unique application numbers,mobile device,unrelated
unique application numbers,mobile device id,unrelated
unique application numbers,mobile device identifiers,unrelated
unique application numbers,mobile device ids,unrelated
unique application numbers,mobile device information,unrelated
unique application numbers,mobile device ip address,unrelated
unique application numbers,mobile device language setting,unrelated
unique application numbers,mobile device mac addresses,unrelated
unique application numbers,mobile device model,unrelated
unique application numbers,mobile device technical information,unrelated
unique application numbers,mobile device type,unrelated
unique application numbers,mobile device unique identification id,unrelated
unique application numbers,mobile devices unique device id,unrelated
unique application numbers,mobile devices unique identifier,unrelated
unique application numbers,mobile hardware device id,unrelated
unique application numbers,mobile operating system,unrelated
unique application numbers,mobile phone model,unrelated
unique application numbers,mobile phone number,unrelated
unique application numbers,mobile service carrier name,unrelated
unique application numbers,mobile unique device id,unrelated
unique application numbers,nearby device information,unrelated
unique application numbers,network information,unrelated
unique application numbers,network measurements,unrelated
unique application numbers,network media access control,unrelated
unique application numbers,network performance,unrelated
unique application numbers,network protocol,unrelated
unique application numbers,network type,unrelated
unique application numbers,non-personal data,unrelated
unique application numbers,nymgo software usage information,unrelated
unique application numbers,open device identification number,unrelated
unique application numbers,open udid,unrelated
unique application numbers,operating system,unrelated
unique application numbers,operating system information,unrelated
unique application numbers,operating system type,unrelated
unique application numbers,operating system version,unrelated
unique application numbers,operation system version,unrelated
unique application numbers,other hardware device id,unrelated
unique application numbers,page view order,unrelated
unique application numbers,page view statistics,unrelated
unique application numbers,page view time,unrelated
unique application numbers,page views,unrelated
unique application numbers,pages viewed,unrelated
unique application numbers,peripheral hardware,unrelated
unique application numbers,peripherals,unrelated
unique application numbers,persistent device identifiers,unrelated
unique application numbers,personal information,unrelated
unique application numbers,phone number,unrelated
unique application numbers,phone status,unrelated
unique application numbers,photos,unrelated
unique application numbers,physical location,unrelated
unique application numbers,platform,unrelated
unique application numbers,platform type,unrelated
unique application numbers,platform types,unrelated
unique application numbers,player interactions,unrelated
unique application numbers,possibly ip address,unrelated
unique application numbers,postal code,unrelated
unique application numbers,posted reviews,unrelated
unique application numbers,preferred language,unrelated
unique application numbers,products,unrelated
unique application numbers,queries details,unrelated
unique application numbers,real-time location-based information,unrelated
unique application numbers,referral url,unrelated
unique application numbers,referring pages,unrelated
unique application numbers,referring url,unrelated
unique application numbers,request date,unrelated
unique application numbers,request time,unrelated
unique application numbers,rough geolocation,unrelated
unique application numbers,running apps,unrelated
unique application numbers,scores,unrelated
unique application numbers,screen content,unrelated
unique application numbers,search queries,unrelated
unique application numbers,searches,unrelated
unique application numbers,sensors,unrelated
unique application numbers,serial number,unrelated
unique application numbers,service elements,unrelated
unique application numbers,service usage,unrelated
unique application numbers,service usage details,unrelated
unique application numbers,service usage frequency,unrelated
unique application numbers,service usage information,unrelated
unique application numbers,service usage time,unrelated
unique application numbers,session data,unrelated
unique application numbers,sms messages,unrelated
unique application numbers,sms routing information,unrelated
unique application numbers,software characteristics,unrelated
unique application numbers,specific geolocation,unrelated
unique application numbers,specific geolocation data,unrelated
unique application numbers,specific location data,unrelated
unique application numbers,specific location information,unrelated
unique application numbers,spotify application version,unrelated
unique application numbers,ssaid,unrelated
unique application numbers,state,unrelated
unique application numbers,statistics,unrelated
unique application numbers,system activity,unrelated
unique application numbers,system software,unrelated
unique application numbers,tablet,unrelated
unique application numbers,tablet information,unrelated
unique application numbers,taps,unrelated
unique application numbers,telecommunications carrier information,unrelated
unique application numbers,telephone number,unrelated
unique application numbers,telephony log information,unrelated
unique application numbers,temperature,unrelated
unique application numbers,text messages,unrelated
unique application numbers,third party applications,unrelated
unique application numbers,time,unrelated
unique application numbers,time zone,unrelated
unique application numbers,timestamp,unrelated
unique application numbers,transactional information enabling digital rights management,unrelated
unique application numbers,udid,unrelated
unique browser,access times,unrelated
unique browser,achievements,unrelated
unique browser,actual location,unrelated
unique browser,address book,unrelated
unique browser,ads clicked,unrelated
unique browser,ads viewed,unrelated
unique browser,advertiser id,unrelated
unique browser,advertising id,unrelated
unique browser,advertising identifier,unrelated
unique browser,aggregated data,unrelated
unique browser,aggregated user data,unrelated
unique browser,analytics information,unrelated
unique browser,android id,unrelated
unique browser,anonymized information,unrelated
unique browser,anonymous demographic information,unrelated
unique browser,anonymous location data,unrelated
unique browser,anonymous user usage data,unrelated
unique browser,apple game center id,unrelated
unique browser,application software,unrelated
unique browser,application usage information,unrelated
unique browser,application version number,unrelated
unique browser,approximate geographic location,unrelated
unique browser,approximate location,unrelated
unique browser,area code,unrelated
unique browser,bandwidth,unrelated
unique browser,battery level,unrelated
unique browser,bluetooth settings,unrelated
unique browser,bluetooth signal strength,unrelated
unique browser,brower language,unrelated
unique browser,browser language,unrelated
unique browser,browser type,unrelated
unique browser,browser types,unrelated
unique browser,calendar entries,unrelated
unique browser,call date,unrelated
unique browser,call duration,unrelated
unique browser,call time,unrelated
unique browser,call types,unrelated
unique browser,calling-party number,unrelated
unique browser,carrier network,unrelated
unique browser,cell towers,unrelated
unique browser,chat histories,unrelated
unique browser,chat text,unrelated
unique browser,city,unrelated
unique browser,click count,unrelated
unique browser,clicks,unrelated
unique browser,cm browser input,unrelated
unique browser,coarse location,unrelated
unique browser,communications,unrelated
unique browser,computer performance,unrelated
unique browser,computers operating system,unrelated
unique browser,contact entries,unrelated
unique browser,contact folder,unrelated
unique browser,contact list,unrelated
unique browser,contacts,unrelated
unique browser,contacts folder,unrelated
unique browser,content interactions,unrelated
unique browser,content viewed,unrelated
unique browser,cookies,unrelated
unique browser,country,unrelated
unique browser,crash events,unrelated
unique browser,crash reports,unrelated
unique browser,crashes,unrelated
unique browser,date,unrelated
unique browser,datestamp,unrelated
unique browser,demographic information,unrelated
unique browser,demographic patterns,unrelated
unique browser,device brand,unrelated
unique browser,device capability,unrelated
unique browser,device characteristics,unrelated
unique browser,device connection information,unrelated
unique browser,device event information,unrelated
unique browser,device id,unrelated
unique browser,device identifier,unrelated
unique browser,device identifiers,unrelated
unique browser,device ids,unrelated
unique browser,device language,unrelated
unique browser,device locations,unrelated
unique browser,device log information,unrelated
unique browser,device make,unrelated
unique browser,device model,unrelated
unique browser,device model number,unrelated
unique browser,device name,unrelated
unique browser,device notifications,unrelated
unique browser,device numbers,unrelated
unique browser,device operating system,unrelated
unique browser,device sensor data,unrelated
unique browser,device type,unrelated
unique browser,device unique identifier,unrelated
unique browser,devices hardware,unrelated
unique browser,devices internet protocol,unrelated
unique browser,devices mac address,unrelated
unique browser,devices software,unrelated
unique browser,devices udid,unrelated
unique browser,diagnostic information,unrelated
unique browser,did,unrelated
unique browser,domain name,unrelated
unique browser,domain names,unrelated
unique browser,domain servers,unrelated
unique browser,domain types,unrelated
unique browser,dump reports,unrelated
unique browser,electronic identification data,unrelated
unique browser,ethernet mac address,unrelated
unique browser,event,unrelated
unique browser,exit pages,unrelated
unique browser,feature usage information,unrelated
unique browser,file requested,unrelated
unique browser,files,unrelated
unique browser,forwarding numbers,unrelated
unique browser,friends contact information,unrelated
unique browser,friends information,unrelated
unique browser,functions,unrelated
unique browser,game activity date,unrelated
unique browser,game activity time,unrelated
unique browser,game progress,unrelated
unique browser,game state,unrelated
unique browser,game system,unrelated
unique browser,game usage information,unrelated
unique browser,general demographic information,unrelated
unique browser,general geographic location,unrelated
unique browser,geo-location,unrelated
unique browser,geo-location information,unrelated
unique browser,geographic area,unrelated
unique browser,geographic data,unrelated
unique browser,geographic information,unrelated
unique browser,geographic location,unrelated
unique browser,geographic location information,unrelated
unique browser,global positioning system,unrelated
unique browser,gps,unrelated
unique browser,gps information,unrelated
unique browser,gps signals,unrelated
unique browser,hardware,unrelated
unique browser,hardware device id,unrelated
unique browser,hardware information,unrelated
unique browser,hardware log information,unrelated
unique browser,hardware model,unrelated
unique browser,hardware settings,unrelated
unique browser,hardware type,unrelated
unique browser,high-level geographic information,unrelated
unique browser,idfa,unrelated
unique browser,imei,unrelated
unique browser,incident data,unrelated
unique browser,installation date,unrelated
unique browser,installation time,unrelated
unique browser,installed applications,unrelated
unique browser,installed software,unrelated
unique browser,interactions,unrelated
unique browser,international mobile equipment identity,unrelated
unique browser,internet browsing behavior,unrelated
unique browser,internet protocol,unrelated
unique browser,internet protocol address,unrelated
unique browser,internet protocol addresses,unrelated
unique browser,internet protocol-based location,unrelated
unique browser,internet service provider,unrelated
unique browser,ios advertising identifier,unrelated
unique browser,ip address,unrelated
unique browser,ip addresses,unrelated
unique browser,ip-address,unrelated
unique browser,iphones unique identifier,unrelated
unique browser,isp,unrelated
unique browser,landing pages,unrelated
unique browser,language,unrelated
unique browser,language modeling data,unrelated
unique browser,language modeling statistics,unrelated
unique browser,latitude,unrelated
unique browser,learned language data,unrelated
unique browser,location,unrelated
unique browser,location data,unrelated
unique browser,location information,unrelated
unique browser,location tags,unrelated
unique browser,locations,unrelated
unique browser,log data,unrelated
unique browser,log file information,unrelated
unique browser,log files,unrelated
unique browser,log information,unrelated
unique browser,longitude,unrelated
unique browser,mac,unrelated
unique browser,mac address,unrelated
unique browser,manufacturers name,unrelated
unique browser,mcc,unrelated
unique browser,media,unrelated
unique browser,media access control,unrelated
unique browser,media information,unrelated
unique browser,message,unrelated
unique browser,mobile application usage information,unrelated
unique browser,mobile application version,unrelated
unique browser,mobile country code,unrelated
unique browser,mobile device,unrelated
unique browser,mobile device id,unrelated
unique browser,mobile device identifiers,unrelated
unique browser,mobile device ids,unrelated
unique browser,mobile device information,unrelated
unique browser,mobile device ip address,unrelated
unique browser,mobile device language setting,unrelated
unique browser,mobile device mac addresses,unrelated
unique browser,mobile device model,unrelated
unique browser,mobile device technical information,unrelated
unique browser,mobile device type,unrelated
unique browser,mobile device unique identification id,unrelated
unique browser,mobile devices unique device id,unrelated
unique browser,mobile devices unique identifier,unrelated
unique browser,mobile hardware device id,unrelated
unique browser,mobile operating system,unrelated
unique browser,mobile phone model,unrelated
unique browser,mobile phone number,unrelated
unique browser,mobile service carrier name,unrelated
unique browser,mobile unique device id,unrelated
unique browser,nearby device information,unrelated
unique browser,network information,unrelated
unique browser,network measurements,unrelated
unique browser,network media access control,unrelated
unique browser,network performance,unrelated
unique browser,network protocol,unrelated
unique browser,network type,unrelated
unique browser,non-personal data,unrelated
unique browser,nymgo software usage information,unrelated
unique browser,open device identification number,unrelated
unique browser,open udid,unrelated
unique browser,operating system,unrelated
unique browser,operating system information,unrelated
unique browser,operating system type,unrelated
unique browser,operating system version,unrelated
unique browser,operation system version,unrelated
unique browser,other hardware device id,unrelated
unique browser,page view order,unrelated
unique browser,page view statistics,unrelated
unique browser,page view time,unrelated
unique browser,page views,unrelated
unique browser,pages viewed,unrelated
unique browser,peripheral hardware,unrelated
unique browser,peripherals,unrelated
unique browser,persistent device identifiers,unrelated
unique browser,personal information,unrelated
unique browser,phone number,unrelated
unique browser,phone status,unrelated
unique browser,photos,unrelated
unique browser,physical location,unrelated
unique browser,platform,unrelated
unique browser,platform type,unrelated
unique browser,platform types,unrelated
unique browser,player interactions,unrelated
unique browser,possibly ip address,unrelated
unique browser,postal code,unrelated
unique browser,posted reviews,unrelated
unique browser,preferred language,unrelated
unique browser,products,unrelated
unique browser,queries details,unrelated
unique browser,real-time location-based information,unrelated
unique browser,referral url,unrelated
unique browser,referring pages,unrelated
unique browser,referring url,unrelated
unique browser,request date,unrelated
unique browser,request time,unrelated
unique browser,rough geolocation,unrelated
unique browser,running apps,unrelated
unique browser,scores,unrelated
unique browser,screen content,unrelated
unique browser,search queries,unrelated
unique browser,searches,unrelated
unique browser,sensors,unrelated
unique browser,serial number,unrelated
unique browser,service elements,unrelated
unique browser,service usage,unrelated
unique browser,service usage details,unrelated
unique browser,service usage frequency,unrelated
unique browser,service usage information,unrelated
unique browser,service usage time,unrelated
unique browser,session data,unrelated
unique browser,sms messages,unrelated
unique browser,sms routing information,unrelated
unique browser,software characteristics,unrelated
unique browser,specific geolocation,unrelated
unique browser,specific geolocation data,unrelated
unique browser,specific location data,unrelated
unique browser,specific location information,unrelated
unique browser,spotify application version,unrelated
unique browser,ssaid,unrelated
unique browser,state,unrelated
unique browser,statistics,unrelated
unique browser,system activity,unrelated
unique browser,system software,unrelated
unique browser,tablet,unrelated
unique browser,tablet information,unrelated
unique browser,taps,unrelated
unique browser,telecommunications carrier information,unrelated
unique browser,telephone number,unrelated
unique browser,telephony log information,unrelated
unique browser,temperature,unrelated
unique browser,text messages,unrelated
unique browser,third party applications,unrelated
unique browser,time,unrelated
unique browser,time zone,unrelated
unique browser,timestamp,unrelated
unique browser,transactional information enabling digital rights management,unrelated
unique browser,udid,unrelated
unique device id,access times,unrelated
unique device id,achievements,unrelated
unique device id,actual location,unrelated
unique device id,address book,unrelated
unique device id,ads clicked,unrelated
unique device id,ads viewed,unrelated
unique device id,advertiser id,unrelated
unique device id,advertising id,unrelated
unique device id,advertising identifier,unrelated
unique device id,aggregated data,unrelated
unique device id,aggregated user data,unrelated
unique device id,analytics information,unrelated
unique device id,anonymized information,unrelated
unique device id,anonymous demographic information,unrelated
unique device id,anonymous location data,unrelated
unique device id,anonymous user usage data,unrelated
unique device id,apple game center id,unrelated
unique device id,application information,unrelated
unique device id,application software,unrelated
unique device id,application usage information,unrelated
unique device id,application version number,unrelated
unique device id,applications,unrelated
unique device id,approximate geographic location,unrelated
unique device id,approximate location,unrelated
unique device id,area code,unrelated
unique device id,bandwidth,unrelated
unique device id,battery level,unrelated
unique device id,bluetooth settings,unrelated
unique device id,bluetooth signal strength,unrelated
unique device id,brower language,unrelated
unique device id,browser,unrelated
unique device id,browser information,unrelated
unique device id,browser language,unrelated
unique device id,browser type,unrelated
unique device id,browser types,unrelated
unique device id,calendar entries,unrelated
unique device id,call date,unrelated
unique device id,call duration,unrelated
unique device id,call time,unrelated
unique device id,call types,unrelated
unique device id,calling-party number,unrelated
unique device id,carrier network,unrelated
unique device id,cell towers,unrelated
unique device id,chat histories,unrelated
unique device id,chat text,unrelated
unique device id,city,unrelated
unique device id,click count,unrelated
unique device id,clicks,unrelated
unique device id,cm browser input,unrelated
unique device id,coarse location,unrelated
unique device id,communications,unrelated
unique device id,computer,unrelated
unique device id,computer information,unrelated
unique device id,computer performance,unrelated
unique device id,computer system information,unrelated
unique device id,computers operating system,unrelated
unique device id,contact entries,unrelated
unique device id,contact folder,unrelated
unique device id,contact list,unrelated
unique device id,contacts,unrelated
unique device id,contacts folder,unrelated
unique device id,content interactions,unrelated
unique device id,content viewed,unrelated
unique device id,cookies,unrelated
unique device id,country,unrelated
unique device id,crash events,unrelated
unique device id,crash reports,unrelated
unique device id,crashes,unrelated
unique device id,date,unrelated
unique device id,datestamp,unrelated
unique device id,demographic information,unrelated
unique device id,demographic patterns,unrelated
unique device id,device brand,unrelated
unique device id,device capability,unrelated
unique device id,device characteristics,unrelated
unique device id,device connection information,unrelated
unique device id,device event information,unrelated
unique device id,device language,unrelated
unique device id,device locations,unrelated
unique device id,device log information,unrelated
unique device id,device make,unrelated
unique device id,device model,unrelated
unique device id,device model number,unrelated
unique device id,device name,unrelated
unique device id,device notifications,unrelated
unique device id,device operating system,unrelated
unique device id,device sensor data,unrelated
unique device id,device type,unrelated
unique device id,devices hardware,unrelated
unique device id,devices internet protocol,unrelated
unique device id,devices software,unrelated
unique device id,devices udid,unrelated
unique device id,diagnostic information,unrelated
unique device id,domain name,unrelated
unique device id,domain names,unrelated
unique device id,domain servers,unrelated
unique device id,domain types,unrelated
unique device id,dump reports,unrelated
unique device id,event,unrelated
unique device id,exit pages,unrelated
unique device id,feature usage information,unrelated
unique device id,file requested,unrelated
unique device id,files,unrelated
unique device id,forwarding numbers,unrelated
unique device id,friends contact information,unrelated
unique device id,friends information,unrelated
unique device id,functions,unrelated
unique device id,game activity date,unrelated
unique device id,game activity time,unrelated
unique device id,game progress,unrelated
unique device id,game state,unrelated
unique device id,game system,unrelated
unique device id,game usage information,unrelated
unique device id,general demographic information,unrelated
unique device id,general geographic location,unrelated
unique device id,geo-location,unrelated
unique device id,geo-location information,unrelated
unique device id,geographic area,unrelated
unique device id,geographic data,unrelated
unique device id,geographic information,unrelated
unique device id,geographic location,unrelated
unique device id,geographic location information,unrelated
unique device id,global positioning system,unrelated
unique device id,gps,unrelated
unique device id,gps information,unrelated
unique device id,gps signals,unrelated
unique device id,hardware,unrelated
unique device id,hardware device id,unrelated
unique device id,hardware information,unrelated
unique device id,hardware log information,unrelated
unique device id,hardware model,unrelated
unique device id,hardware settings,unrelated
unique device id,hardware type,unrelated
unique device id,high-level geographic information,unrelated
unique device id,idfa,unrelated
unique device id,imei,unrelated
unique device id,incident data,unrelated
unique device id,installation date,unrelated
unique device id,installation time,unrelated
unique device id,installed applications,unrelated
unique device id,installed software,unrelated
unique device id,interactions,unrelated
unique device id,international mobile equipment identity,unrelated
unique device id,internet browsing behavior,unrelated
